,PROVINCIAS,MUNICIPIO,TIPOCENTRO,NOMBRE,DIRECCION,CP
10820,BADAJOZ,Medina de las Torres,CONSULTORIO LOCAL,MEDINA DE LAS TORRES,"C/ GUADALUPE, Nº 26",6320
10821,BADAJOZ,Puebla de Sancho Pérez,CONSULTORIO LOCAL,PUEBLA DE SANCHO PÉREZ,"C/ LA FUENTE, S/N",6310
10822,BADAJOZ,Valverde de Burguillos,CONSULTORIO LOCAL,VALVERDE DE BURGUILLOS,"CL EGIDO BAJO, Nº 3",6378
10823,BADAJOZ,Almendralejo,CENTRO SALUD,ALMENDRALEJO - SAN JOSÉ,"C/ ALFONSO X, S/N",6200
10824,BADAJOZ,Aceuchal,CENTRO SALUD,ACEUCHAL,"AV LA CERCA, Nº 1",6207
10825,BADAJOZ,Solana de los Barros,CONSULTORIO LOCAL,SOLANA DE LOS BARROS,"AVDA. DE EXTREMADURA, S/N",6209
10826,BADAJOZ,Solana de los Barros,CONSULTORIO LOCAL,RETAMAL,CONSULTORIO MÉDICO,6196
10827,BADAJOZ,Solana de los Barros,CONSULTORIO LOCAL,CORTEGANA,"C/ BUENAVISTA, S/N",6196
10828,BADAJOZ,Villalba de los Barros,CONSULTORIO LOCAL,VILLALBA DE LOS BARROS,"AV PRÍNCIPE FELIPE, Nº 1",6208
10829,BADAJOZ,Almendralejo,CENTRO SALUD,ALMENDRALEJO - SAN ROQUE,"AVDA. RAFAEL ALBERTI, S/N",6200
10830,BADAJOZ,Arroyo de San Serván,CONSULTORIO LOCAL,ARROYO DE SAN SERVÁN,"PLAZA DE LA LIBERTAD, S/N",6850
10831,BADAJOZ,Calamonte,CENTRO SALUD,CALAMONTE,"CL MANUEL GOLPE, Nº 22",6810
10832,BADAJOZ,Torremejía,CONSULTORIO LOCAL,TORREMEJÍA,"AVDA. DE EXTREMADURA, Nº 44",6210
10833,BADAJOZ,Carmonita,CONSULTORIO LOCAL,CARMONITA,"AVDA. DE EXTREMADURA, Nº 1",6488
10834,BADAJOZ,Cordobilla de Lácara,CENTRO SALUD,CORDOBILLA DE LÁCARA,"AVDA. DEL PROGRESO, S/N",6487
10835,BADAJOZ,"Nava de Santiago, La",CONSULTORIO LOCAL,LA NAVA DE SANTIAGO,"TSÍA. DE PALACIOS, Nº 9",6486
10836,BADAJOZ,Guareña,CENTRO SALUD,GUAREÑA,"PLAZA RAMÓN Y CAJAL, S/N",6470
10837,BADAJOZ,Cristina,CONSULTORIO LOCAL,CRISTINA,"C/ P. FELIPE, S/N",6479
10838,BADAJOZ,Manchita,CONSULTORIO LOCAL,MANCHITA,"C/ ARROYO, Nº 1",6478
10839,BADAJOZ,Oliva de Mérida,CONSULTORIO LOCAL,OLIVA DE MÉRIDA,"PLAZA RAMÓN Y CAJAL, Nº 1",6475
10840,BADAJOZ,Valdetorres,CONSULTORIO LOCAL,VALDETORRES,"C/ MORENO NIETO, Nº 36",6474
10841,BADAJOZ,Hornachos,CENTRO SALUD,HORNACHOS,"CL RAMÓN Y CAJAL, S/N",6228
10842,BADAJOZ,Palomas,CONSULTORIO LOCAL,PALOMAS,"C/ CORREDERA, S/N",6476
10843,BADAJOZ,Puebla de la Reina,CONSULTORIO LOCAL,PUEBLA DE LA REINA,"C/ ZURBARÁN, Nº 22",6477
10844,BADAJOZ,Alange,CONSULTORIO LOCAL,ALANGE,"CL FRAGUA, Nº 18",6840
10845,BADAJOZ,Villagonzalo,CONSULTORIO LOCAL,VILLAGONZALO,"C/ ESTACIÓN, Nº 1",6473
10846,BADAJOZ,"Zarza, La",CENTRO SALUD,LA ZARZA,"C/ LOS CERRATOS, Nº 26",6830
10847,BADAJOZ,Aljucén,CONSULTORIO LOCAL,ALJUCÉN,"C/ BADAJOZ, S/N",6894
10848,BADAJOZ,"Carrascalejo, El",CONSULTORIO LOCAL,EL CARRASCALEJO,"C/ LAS HERAS, S/N",6894
10849,BADAJOZ,Esparragalejo,CONSULTORIO LOCAL,ESPARRAGALEJO,"PLAZA DE LA LIBERTAD, S/N",6860
10850,BADAJOZ,"Garrovilla, La",CONSULTORIO LOCAL,LA GARROVILLA,"TRAVESÍA LA PAZ, S/N",6870
10851,BADAJOZ,Mérida,CENTRO SALUD,MÉRIDA - NORTE,"CL LEGUA, Nº 1",6800
10852,BADAJOZ,Mirandilla,CONSULTORIO LOCAL,MIRANDILLA,"C/ MARQUÉS DE LA ENCOMINEDA, Nº 1",6891
10853,BADAJOZ,San Pedro de Mérida,CONSULTORIO LOCAL,SAN PEDRO DE MÉRIDA,"AVDA. DE MÉRIDA, Nº 35",6893
10854,BADAJOZ,Trujillanos,CONSULTORIO LOCAL,TRUJILLANOS,"PLAZA FELIPE TRIGO, Nº 4",6892
10855,BADAJOZ,Don Álvaro,CONSULTORIO LOCAL,DON ÁLVARO,"CR ESTACIÓN, S/N",6820
10856,BADAJOZ,Mérida,CENTRO SALUD,MÉRIDA URBANO III  (OBISPO PAULO),"CL VICENTE ALEIXANDRE, S/N",6800
10857,BADAJOZ,Valverde de Mérida,CONSULTORIO LOCAL,VALVERDE DE MÉRIDA,"PLAZA DE ESPAÑA, Nº 1",6890
10858,BADAJOZ,Mérida,CENTRO SALUD,MERIDA URBANO I (NUEVA CIUDAD),"AV LUÍS ALVAREZ LENCERO, S/N",6800
10859,BADAJOZ,Mérida,CENTRO SALUD,CENTRO SALUD MÉRIDA II (SAN LUIS),"C/ SAN LUIS, S/N",6800
10860,BADAJOZ,Hinojosa del Valle,CONSULTORIO LOCAL,HINOJOSA DEL VALLE,"C/ ELOÍSA AGUILAR, S/N",6226
10861,BADAJOZ,Puebla del Prior,CONSULTORIO LOCAL,PUEBLA DEL PRIOR,"CTRA. HORNACHOS, S/N",6229
10862,BADAJOZ,Ribera del Fresno,CONSULTORIO LOCAL,RIBERA DEL FRESNO,"PLAZA IGLESIAS, Nº 1",6225
10863,BADAJOZ,Villafranca de los Barros,CENTRO SALUD,VILLAFRANCA DE LOS BARROS,"C/ COLOMBIA, S/N",6220
10864,CÁCERES,Alcántara,CENTRO SALUD,ALCÁNTARA,"CR VIRGEN DE LOS HITOS, S/N",10980
10865,CÁCERES,Alcántara,CONSULTORIO LOCAL,ESTORNINOS,CONSULTORIO MÉDICO,10990
10866,CÁCERES,Mata de Alcántara,CONSULTORIO LOCAL,MATA DE ALCÁNTARA,"CL ÁLAMO, Nº 1",10970
10867,CÁCERES,Piedras Albas,CONSULTORIO LOCAL,PIEDRAS ALBAS,"C/ ADUANAS, Nº 2",10991
10868,CÁCERES,Villa del Rey,CONSULTORIO LOCAL,VILLA DEL REY,"CL RAMÓN ROSADO, Nº 1",10960
10869,CÁCERES,Alcuéscar,CENTRO SALUD,ALCUÉSCAR,"AVDA DE PORTUGAL, S/N",10160
10870,CÁCERES,Aldea del Cano,CONSULTORIO LOCAL,ALDEA DEL CANO,"PLAZA MAYOR, Nº 1",10163
10871,CÁCERES,Arroyomolinos,CONSULTORIO LOCAL,ARROYOMOLINOS,"C/ HERNÁN CORTÉS, Nº 25",10161
10872,CÁCERES,Cáceres,CONSULTORIO LOCAL,RINCÓN DE BALLESTEROS,"PASEO DE LA VIRGEN, S/N",10199
10873,CÁCERES,Casas de Don Antonio,CONSULTORIO LOCAL,CASAS DE DON ANTONIO,"C/ SAN MIGUEL, Nº 27",10162
10874,CÁCERES,Montánchez,CONSULTORIO LOCAL,MONTÁNCHEZ,"C/ PALACIOS, Nº 14",10170
10875,CÁCERES,Aliseda,CONSULTORIO LOCAL,ALISEDA,"PLAZA DEL DR. FLEMING, S/N",10550
10876,CÁCERES,Arroyo de la Luz,CENTRO SALUD,ARROYO DE LA LUZ,"PLAZA DE ESPAÑA, S/N",10900
10877,CÁCERES,Cabañas del Castillo,CONSULTORIO LOCAL,SOLANA,"C/ SAN MIGUEL, S/N",10373
10878,CÁCERES,Berzocana,CENTRO SALUD,BERZOCANA,"C/ TESORO, S/N",10129
10879,CÁCERES,Cabañas del Castillo,CONSULTORIO LOCAL,RETAMOSA,CONSULTORIO MÉDICO,10372
10880,CÁCERES,Cabañas del Castillo,CONSULTORIO LOCAL,CABAÑAS DEL CASTILLO,"C/ COMANDANTE CASTEJÓN, S/N",10373
10881,CÁCERES,Cabañas del Castillo,CONSULTORIO LOCAL,ROTURAS,CONSULTORIO MÉDICO,10373
10882,CÁCERES,Navezuelas,CONSULTORIO LOCAL,NAVEZUELAS,"AVDA. EXTREMADURA, Nº 68",10374
10883,CÁCERES,Cáceres,CONSULTORIO LOCAL,VALDESALOR,"C/ HERNÁN CORTÉS, Nº 1",10164
10884,CÁCERES,Cáceres,CENTRO SALUD,CÁCERES - ALDEA MORET,"C/ JESÚS NAZARENO, S/N",10195
10885,CÁCERES,Cáceres,CENTRO SALUD,CÁCERES - CENTRO,"AVDA HERNÁN CORTÉS, Nº 1",10001
10886,CÁCERES,Cáceres,CENTRO SALUD,CÁCERES - LA MEJOSTILLA,"C/ PEDRO ROMERO DE MENDOZA, Nº 2",10004
10887,CÁCERES,Sierra de Fuentes,CONSULTORIO LOCAL,SIERRA DE FUENTES,TSÍA. DE BUENAVISTA,10181
10888,CÁCERES,Cáceres,CENTRO SALUD,"CÁCERES - NORTE ""MANUEL ENCINAS""","AV DR. RODRÍGUEZ DE LEDESMA, Nº 8",10001
10889,CÁCERES,Malpartida de Cáceres,CONSULTORIO LOCAL,MALPARTIDA DE CÁCERES,"C/ FAJARDO, Nº 41",10910
10890,CÁCERES,Torreorgaz,CONSULTORIO LOCAL,TORREORGAZ,"C/ LOPE DE VEGA, S/N",10182
10891,CÁCERES,Cáceres,CENTRO SALUD,CÁCERES - NUEVO CÁCERES,"C/ JUAN SOLANO PEDRERO, Nº 1",10005
10892,CÁCERES,Torrequemada,CONSULTORIO LOCAL,TORREQUEMADA,"TRAVESÍA DE ALEMANIA, Nº 1",10183
10893,CÁCERES,Cáceres,CENTRO SALUD,CÁCERES - PLAZA DE ARGEL,"PLAZA DE ARGEL, S/N",10004
10894,CÁCERES,Cáceres,CENTRO SALUD,"CÁCERES - SUR ""SAN JORGE""","C/ ATAHUALPA, Nº 3",10005
10895,CÁCERES,Casas de Millán,CONSULTORIO LOCAL,CASAS DE MILLÁN,"PLAZA DE ESPAÑA, S/N",10592
10896,CÁCERES,Cañaveral,CONSULTORIO LOCAL,CAÑAVERAL,C/ DR BOTICARIO,10820
10897,CÁCERES,Casar de Cáceres,CENTRO SALUD,CASAR DE CÁCERES,"C/ BARRIONUEVO BAJO, N º 49",10190
10898,CÁCERES,Alía,CONSULTORIO LOCAL,LA CALERA,CTRA. DE ALIA - CALERA,10137
10899,CÁCERES,Alía,CONSULTORIO LOCAL,ALÍA,"C/ LEÓN, Nº 12",10137
10900,CÁCERES,Guadalupe,CENTRO SALUD,GUADALUPE,"C/ VIÑA MAYOR, S/N",10140
10901,CÁCERES,Cañamero,CONSULTORIO LOCAL,CAÑAMERO,"CTRA. BERZOCANA, Nº 51",10136
10902,CÁCERES,Logrosán,CENTRO SALUD,LOGROSÁN,"C/ GRAN VÍA, S/N",10120
10903,CÁCERES,Abertura,CONSULTORIO LOCAL,ABERTURA,"CL JOSÉ ANTONIO, Nº 10",10262
10904,CÁCERES,Almoharín,CONSULTORIO LOCAL,ALMOHARÍN,"C/ SAN MARCOS, S/N",10132
10905,CÁCERES,Campo Lugar,CONSULTORIO LOCAL,CAMPO LUGAR,"C/ CARDENAL CISNEROS, Nº 1",10134
10906,CÁCERES,Campo Lugar,CONSULTORIO LOCAL,PIZARRO,"PLAZA DE LA HISPANIDAD, Nº 15",10134
10907,CÁCERES,Escurial,CONSULTORIO LOCAL,ESCURIAL,"PLAZA DE ESPAÑA, S/N",10133
10908,CÁCERES,Miajadas,CENTRO SALUD,MIAJADAS,"C/ LOS MANZANOS, S/N",10100
10909,CÁCERES,Miajadas,CONSULTORIO LOCAL,ALONSO DE OJEDA,PLAZA DE ESPAÑA S/N,10109
10910,CÁCERES,Miajadas,CONSULTORIO LOCAL,CASAR DE MIAJADAS,"PLAZA ALTA, S/N",10109
10911,CÁCERES,Valdemorales,CONSULTORIO LOCAL,VALDEMORALES,"C/ ARGENTINA, S/N",10131
10912,CÁCERES,Villamesías,CONSULTORIO LOCAL,VILLAMESÍAS,"C/ PEPE CASCO, Nº 2",10263
10913,CÁCERES,Brozas,CONSULTORIO LOCAL,BROZAS,"PLAZA DE OVANDO, Nº 6",10950
10914,CÁCERES,Garrovillas de Alconétar,CONSULTORIO LOCAL,GARROVILLAS DE ALCONÉTAR,"C/ RAMÓN Y CAJAL, S/N",10940
10915,CÁCERES,Navas del Madroño,CENTRO SALUD,NAVAS DEL MADROÑO,"C/ ISABEL HERRERO, S/N",10930
10916,CÁCERES,Herreruela,CONSULTORIO LOCAL,HERRERUELA,"C/ CARRETERA, S/N",10560
10917,CÁCERES,Membrío,CONSULTORIO LOCAL,MEMBRÍO,"C/ RODRÍGUEZ DE LA FUENTE, Nº 7",10580
10918,CÁCERES,Salorino,CENTRO SALUD,SALORINO,"AVDA. MIRASIERRA, Nº 1",10570
10919,CÁCERES,Carbajo,CONSULTORIO LOCAL,CARBAJO,"C/ CONSTITUCIÓN, S/N",10511
10920,CÁCERES,Cedillo,CONSULTORIO LOCAL,CEDILLO,"C/ TIERNO GALVÁN, Nº 1 A",10513
10921,CÁCERES,Herrera de Alcántara,CONSULTORIO LOCAL,HERRERA DE ALCÁNTARA,"CL ARRABAL, Nº 14",10512
10922,CÁCERES,Santiago de Alcántara,CENTRO SALUD,SANTIAGO DE ALCÁNTARA,"PLAZA DE EXTREMADURA, S/N",10510
10923,CÁCERES,Hinojal,CONSULTORIO LOCAL,HINOJAL,"TSÍA. DEL CALVARIO, Nº 24",10192
10924,CÁCERES,Monroy,CONSULTORIO LOCAL,MONROY,"PLAZA DE ESPAÑA, S/N",10194
10925,CÁCERES,Santiago del Campo,CONSULTORIO LOCAL,SANTIAGO DEL CAMPO,"C/ VIRGEN DE GUADALUPE, Nº 20",10191
10926,CÁCERES,Talaván,CENTRO SALUD,TALAVÁN,"AV VIRGEN DE LA SOLEDAD, S/N",10193
10927,CÁCERES,Aldeacentenera,CONSULTORIO LOCAL,ALDEACENTENERA,"C/ PABLO RUIZ PICASSO, S/N",10251
10928,CÁCERES,Botija,CONSULTORIO LOCAL,BOTIJA,"PLAZA MAYOR, Nº 1",10185
10929,CÁCERES,Conquista de la Sierra,CONSULTORIO LOCAL,CONQUISTA DE LA SIERRA,"C/ ERAS, Nº 7",10240
10930,CÁCERES,"Cumbre, La",CONSULTORIO LOCAL,LA CUMBRE,"PLAZA DE ESPAÑA, S/N",10270
10931,CÁCERES,Herguijuela,CONSULTORIO LOCAL,HERGUIJUELA,"C/ PRÍNCIPE FELIPE, S/N",10230
10932,CÁCERES,Ibahernando,CONSULTORIO LOCAL,IBAHERNANDO,"PLAZA FONTANILLA, S/N",10280
10933,CÁCERES,Jaraicejo,CONSULTORIO LOCAL,JARAICEJO,"PLAZA DE LA CONSTITUCIÓN, S/N",10380
10934,CÁCERES,Madroñera,CONSULTORIO LOCAL,MADROÑERA,"PLAZA DE ITALIA, S/N",10210
10935,CÁCERES,Plasenzuela,CONSULTORIO LOCAL,PLASENZUELA,"C/ DONANTES DE SANGRE, S/N",10271
10936,CÁCERES,Puerto de Santa Cruz,CONSULTORIO LOCAL,PUERTO DE SANTA CRUZ,"PLAZA DEL CAÑO, Nº 9",10261
10937,CÁCERES,Robledillo de Trujillo,CONSULTORIO LOCAL,ROBLEDILLO DE TRUJILLO,"C/ MANUEL MONTERO, S/N",10261
10938,CÁCERES,Ruanes,CONSULTORIO LOCAL,RUANES,"CL JOSÉ ANTONIO, Nº 1",10189
10939,CÁCERES,Santa Ana,CONSULTORIO LOCAL,SANTA ANA,"AVDA. DE ESPAÑA, S/N",10189
10940,CÁCERES,Santa Cruz de la Sierra,CONSULTORIO LOCAL,SANTA CRUZ DE LA SIERRA,"C/ DR. JIMÉNEZ, S/N",10260
10941,CÁCERES,Santa Marta de Magasca,CONSULTORIO LOCAL,SANTA MARTA DE MAGASCA,"AVDA. DE ESPAÑA, Nº 7",10198
10942,CÁCERES,Torrecillas de la Tiesa,CONSULTORIO LOCAL,TORRECILLAS DE LA TIESA,"CTRA. NUEVA, Nº 36",10252
10943,CÁCERES,Trujillo,CONSULTORIO LOCAL,BELÉN,"CALLEJA BORRACHOS, Nº 1",10292
10944,CÁCERES,"Aldea del Obispo, La",CONSULTORIO LOCAL,LA ALDEA DEL OBISPO,"PLAZA JOSÉ REDONDO, Nº 1",10291
10945,CÁCERES,Trujillo,CONSULTORIO LOCAL,HUERTAS DE ÁNIMAS,"C/ JOSÉ MARÍA GARCÍA, Nº 19",10290
10946,CÁCERES,Trujillo,CENTRO SALUD,TRUJILLO - URBANO - RURAL,"PLAZA DEL MOLINILLO, S/N",10200
10947,CÁCERES,Albalá,CONSULTORIO LOCAL,ALBALÁ,"CL ESTRELLA, Nº 11",10187
10948,CÁCERES,Benquerencia,CONSULTORIO LOCAL,BENQUERENCIA,"PLAZA DE ESPAÑA, Nº 2",10185
10949,CÁCERES,Salvatierra de Santiago,CONSULTORIO LOCAL,SALVATIERRA DE SANTIAGO,"C/ HERNÁN CORTÉS, S/N",10189
10950,CÁCERES,Torre de Santa María,CONSULTORIO LOCAL,TORRE DE SANTA MARÍA,"C/ SAN MATEO, Nº 19",10186
10951,CÁCERES,Torremocha,CONSULTORIO LOCAL,TORREMOCHA,"C/ HOSPITAL, Nº 13",10184
10952,CÁCERES,Valdefuentes,CENTRO SALUD,VALDEFUENTES,"AVDA. DE EXTREMADURA, Nº 33",10180
10953,CÁCERES,Zarza de Montánchez,CONSULTORIO LOCAL,ZARZA DE MONTÁNCHEZ,"C/ ALAMEDA, S/N",10189
10954,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,LAS HUERTAS DE CANSA,CONSULTORIO MÉDICO,10514
10955,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,JOLA,POBLADO JOLA,10515
10956,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,EL PINO,"CL TAHONA, Nº 33",10514
10957,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,SAN PEDRO DE LOS MAJARRETES,CONSULTORIO MÉDICO,10516
10958,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,ALCORNEO,POBLADO ALCORNEO,10515
10959,CÁCERES,Valencia de Alcántara,CENTRO SALUD,VALENCIA DE ALCÁNTARA,"C/ EXTREMADURA, S/N",10500
10960,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,LAS CASIÑAS,CONSULTORIO MÉDICO,10516
10961,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,LA FONTAÑERA,CONSULTORIO MÉDICO,10516
10962,CÁCERES,Valencia de Alcántara,CONSULTORIO LOCAL,ACEÑA DE LA BORREGA,CONSULTORIO MÉDICO,10515
10963,CÁCERES,Alcollarín,CONSULTORIO LOCAL,ALCOLLARÍN,"C/ REAL, Nº 7",10135
10964,CÁCERES,Garciaz,CONSULTORIO LOCAL,GARCIAZ,"C/ AFUERAS, S/N",10250
10965,CÁCERES,Madrigalejo,CONSULTORIO LOCAL,MADRIGALEJO,"C/ CISNEROS, Nº 9",10110
10966,CÁCERES,Zorita,CENTRO SALUD,ZORITA,"AVDA DE LA CONSTITUCIÓN, Nº 106",10130
10967,CÁCERES,Acehúche,CONSULTORIO LOCAL,ACEHUCHE,"C/ GABRIEL Y GALÁN, Nº 1",10879
10968,CÁCERES,Ceclavín,CENTRO SALUD,CECLAVÍN,"C/ RÍO TAJO, S/N",10870
10969,CÁCERES,Zarza la Mayor,CONSULTORIO LOCAL,ZARZA LA MAYOR,"C/ ALTOZANO, Nº 7",10880
10970,CÁCERES,Calzadilla,CONSULTORIO LOCAL,CALZADILLA,"C/ OLIVAR, S/N",10817
10971,CÁCERES,Casas de Don Gómez,CONSULTORIO LOCAL,CASAS DE DON GÓMEZ,"CL JOSÉ ANTONIO, Nº 23",10818
10972,CÁCERES,Casillas de Coria,CONSULTORIO LOCAL,CASILLAS DE CORIA,"PLAZA MAYOR, Nº 3",10818
10973,CÁCERES,Coria,CONSULTORIO LOCAL,PUEBLA DE ARGEME,"PLAZA DEL BOSQUE, S/N",10811
10974,CÁCERES,Coria,CONSULTORIO LOCAL,RINCÓN DEL OBISPO,"PLAZA DEL ARADO, S/N",10811
10975,CÁCERES,Coria,CENTRO SALUD,CORIA,"C/ SAN FRANCISCO, S/N",10800
10976,CÁCERES,Guijo de Coria,CONSULTORIO LOCAL,GUIJO DE CORIA,"PLAZA MAYOR, S/N",10815
10977,CÁCERES,Guijo de Galisteo,CONSULTORIO LOCAL,VALRÍO,"PLAZA DE LAS FLORES, S/N",10811
10978,CÁCERES,Guijo de Galisteo,CONSULTORIO LOCAL,EL BATÁN,"PLAZA DE MANOLETE, S/N",10692
10979,CÁCERES,Morcillo,CONSULTORIO LOCAL,MORCILLO,PLAZA DE ESPAÑA,10811
10980,CÁCERES,Acebo,CONSULTORIO LOCAL,ACEBO,"CL COSO, Nº 41",10857
10981,CÁCERES,Cilleros,CONSULTORIO LOCAL,CILLEROS,"AV VIRGEN DE NAVELONGA, S/N",10895
10982,CÁCERES,Hoyos,CENTRO SALUD,HOYOS,"C/ JALAMA, S/N",10850
10983,CÁCERES,Perales del Puerto,CONSULTORIO LOCAL,PERALES DEL PUERTO,"C/ EL PILAR, Nº 2",10896
10984,CÁCERES,Villamiel,CONSULTORIO LOCAL,TREVEJO,"PLAZA DE TREVEJO, S/N",10894
10985,CÁCERES,Villamiel,CONSULTORIO LOCAL,VILLAMIEL,"CL SOLEDAD, S/N",10893
10986,CÁCERES,Villasbuenas de Gata,CONSULTORIO LOCAL,VILLASBUENAS DE GATA,"PLAZA DEL PALACIO, Nº 3",10858
10987,CÁCERES,Gata,CONSULTORIO LOCAL,LA MOHEDA,"CL FRESNO, S/N",10849
10988,CÁCERES,Huélaga,CONSULTORIO LOCAL,HUÉLAGA,"C/ BARRIO NUEVO, S/N",10849
10989,CÁCERES,Moraleja,CONSULTORIO LOCAL,VEGAVIANA,"PLAZA LOS ARTESANOS, S/N",10848
10990,CÁCERES,Moraleja,CENTRO SALUD,MORALEJA,"C/ CILLEROS, S/N",10840
10991,CÁCERES,Cadalso,CONSULTORIO LOCAL,CADALSO,CTRA. DESCARGAMARÍA,10865
10992,CÁCERES,Descargamaría,CONSULTORIO LOCAL,DESCARGAMARÍA,"C/ REAL, S/N",10866
10993,CÁCERES,Gata,CONSULTORIO LOCAL,GATA,"C/ HOSPITAL, Nº 2",10860
10994,CÁCERES,Robledillo de Gata,CONSULTORIO LOCAL,ROBLEDILLO DE GATA,"PLAZA FRANCISCO PIZARRO, Nº 6",10867
10995,CÁCERES,Santibáñez el Alto,CONSULTORIO LOCAL,SANTIBÁÑEZ EL ALTO,"C/ CALVO SOTELO, S/N",10859
10996,CÁCERES,Torre de Don Miguel,CENTRO SALUD,TORRE DE DON MIGUEL,"CL CLAVERÍA, S/N",10864
10997,CÁCERES,Cachorrilla,CONSULTORIO LOCAL,CACHORRILLA,"PLAZA JOSÉ ZUGASTI, Nº 1",10881
10998,CÁCERES,Holguera,CONSULTORIO LOCAL,HOLGUERA,"C/ VALERIANO HURTADO, Nº 1",10829
10999,CÁCERES,Pedroso de Acim,CONSULTORIO LOCAL,PEDROSO DE ACIM,"PLAZA MAYOR, Nº 1",10829
11000,CÁCERES,Pescueza,CONSULTORIO LOCAL,PESCUEZA,"PLAZA POSTIGO, Nº 1",10882
11001,CÁCERES,Portaje,CONSULTORIO LOCAL,PORTAJE,"PLAZA DEL AYUNTAMIENTO, Nº 1",10883
11002,CÁCERES,Portezuelo,CONSULTORIO LOCAL,PORTEZUELO,"PLAZA MAYOR, Nº 1",10828
11003,CÁCERES,Torrejoncillo,CENTRO SALUD,TORREJONCILLO,"AVDA. DEL PARQUE, S/N",10830
11004,CÁCERES,Torrejoncillo,CONSULTORIO LOCAL,VALDENCÍN,"CL TRUJILLO, Nº 1",10839
11005,CÁCERES,Eljas,CONSULTORIO LOCAL,ELJAS,C/ AS PARRAS,10891
11006,CÁCERES,San Martín de Trevejo,CONSULTORIO LOCAL,SAN MARTÍN DE TREVEJO,"CL LA ERA, S/N",10892
11007,CÁCERES,Valverde del Fresno,CENTRO SALUD,VALVERDE DEL FRESNO,"AVDA. DR. CASTO PRIETO CARRASCO, S/N",10890
11008,CÁCERES,Alía,CONSULTORIO LOCAL,PANTANO DE CIJARA,"PLAZA DE ESPAÑA, S/N",6691
11009,CÁCERES,Almaraz,CENTRO SALUD,ALMARAZ,"C/ CHARCÓN, S/N",10350
11010,CÁCERES,Casas de Miravete,CONSULTORIO LOCAL,CASAS DE MIRAVETE,"C/ AUDIENCIA, Nº 17",10360
11011,CÁCERES,Deleitosa,CONSULTORIO LOCAL,DELEITOSA,"PLAZA DE LA ALEGRÍA, Nº 4",10370
11012,CÁCERES,Higuera,CONSULTORIO LOCAL,HIGUERA,"PLAZA DE CASTEJÓN, Nº 13",10359
11013,CÁCERES,Romangordo,CONSULTORIO LOCAL,ROMANGORDO,"C/ FUENTE, Nº 12",10359
11014,CÁCERES,Saucedilla,CONSULTORIO LOCAL,SAUCEDILLA,CONSULTORIO MÉDICO,10390
11015,CÁCERES,Serrejón,CONSULTORIO LOCAL,SERREJÓN,"PLAZA DE HERNÁN CORTÉS, Nº 3",10528
11016,CÁCERES,Valdecañas de Tajo,CONSULTORIO LOCAL,VALDECAÑAS DE TAJO,"PARQUE DEL MALVAR, S/N",10329
11017,CÁCERES,Bohonal de Ibor,CENTRO SALUD,BOHONAL DE IBOR,"C/ RÍO TAJO, Nº 2",10320
11018,CÁCERES,Campillo de Deleitosa,CONSULTORIO LOCAL,CAMPILLO DE DELEITOSA,"C/ ERAS, S/N",10329
11019,CÁCERES,Castañar de Ibor,CENTRO SALUD,CASTAÑAR DE IBOR,"AVDA DE GUADALUPE, S/N",10340
11020,CÁCERES,Fresnedoso de Ibor,CONSULTORIO LOCAL,FRESNEDOSO DE IBOR,"Cº DE LAS ESCUELAS, S/N",10328
11021,CÁCERES,Garvín,CONSULTORIO LOCAL,GARVÍN,"C/ GARCÍA TAFALLA, S/N",10333
11022,CÁCERES,Mesas de Ibor,CONSULTORIO LOCAL,MESAS DE IBOR,"PLAZA DE ESPAÑA, S/N",10329
11023,CÁCERES,Navalvillar de Ibor,CONSULTORIO LOCAL,NAVALVILLAR DE IBOR,"PLAZA DE ESPAÑA, S/N",10341
11024,CÁCERES,Peraleda de San Román,CONSULTORIO LOCAL,PERALEDA DE SAN ROMÁN,CONSULTORIO MÉDICO,10334
11025,CÁCERES,Robledollano,CONSULTORIO LOCAL,ROBLEDOLLANO,"PLAZA DE SAN BLAS, Nº 2",10371
11026,CÁCERES,Guijo de Santa Bárbara,CONSULTORIO LOCAL,GUIJO DE SANTA BÁRBARA,"PLAZA DE LA FUENTE, Nº 1",10459
11027,CÁCERES,Jarandilla de la Vera,CONSULTORIO LOCAL,JARANDILLA DE LA VERA,"AVDA. SOLEDAD VEGA ORTIZ, Nº 99",10450
11028,CÁCERES,Losar de la Vera,CENTRO SALUD,LOSAR DE LA VERA,"CL EL CASTAÑAR, Nº 1",10460
11029,CÁCERES,Robledillo de la Vera,CONSULTORIO LOCAL,ROBLEDILLO DE LA VERA,"PLAZA DE ESPAÑA, Nº 1",10493
11030,CÁCERES,Belvís de Monroy,CONSULTORIO LOCAL,CASAS DE BELVÍS,"C/ SAN BERNARDO, Nº 4",10394
11031,CÁCERES,Belvís de Monroy,CONSULTORIO LOCAL,BELVÍS DE MONROY,"C/ SAN JUAN, Nº 6",10394
